id,slope,r_squared,slope_norm,n_phases,phase_sequence,peak_mass,peak_frame,trough_mass,mean_mass,active_fraction_t0,n_cells_t0,max_cell_area_t0,spatial_type,lifecycle_class,intensity_percentile,duration_frames,recommended_N_hint
S808240,-31191.5956122449,0.4526387021519539,-0.1323,1,D,5739573.0,14,3526173.0,4584265.755102041,0.2734849717881944,23,40077,mcs,STEADY,24.9,49,1923
S819187,-793331.4209183676,0.5478902532652024,-2.1735,2,P→D,37601280.0,0,458477.0,9431920.081632653,1.0,1,147456,mcs,RAPID_DECAY,4.5,49,1550
S814695,-32052.422448979592,0.9045559691113836,-0.1346,1,D,2828149.0,0,1035692.0,1740804.7142857143,0.2545166015625,77,19711,cluster,STEADY,24.8,49,2500
S805122,-19374.748163265307,0.9561519617842283,-0.1006,1,D,1111869.0,0,182187.0,719672.3673469388,0.1355523003472222,156,7013,cluster,QUIESCENT,28.4,49,2500
S801141,10995.352959183674,0.6848123385626121,-0.0193,1,G,1710334.0,41,1043083.0,1406481.6530612244,0.1724785698784722,115,11951,cluster,STEADY,49.4,49,2500
S836898,-757757.1188775509,0.34361790446612506,-2.0783,1,D,37601280.0,4,501756.0,18943681.93877551,0.0833401150173611,89,3093,cluster,RAPID_DECAY,4.8,49,2500
S820023,15735.396938775511,0.6137788933586639,-0.0066,1,G,2972531.0,38,1938636.0,2478092.714285714,0.1603122287326389,88,16040,cluster,STEADY,52.8,49,2500
S827413,1038443.1329591837,0.7010834501930426,2.7326,2,G→P,37601280.0,18,843662.0,24236960.91836735,0.09361436631944445,59,3320,cluster,RAPID_GROWTH,98.7,49,2500
S829696,-157328.16602040813,0.07058390596523523,-0.4701,1,D,20481509.0,25,1237760.0,7099015.530612245,0.12650553385416666,38,16941,cluster,RAPID_DECAY,14.7,49,2500
S813016,-1299.3727551020409,0.35444931100724775,-0.0522,1,D,120191.0,13,392.0,58426.12244897959,0.004564073350694444,16,373,quiescent,QUIESCENT,37.7,49,1304
S802839,505.65908163265317,0.02787279561594783,-0.0474,1,G,279098.0,0,108751.0,180763.3469387755,0.03742811414930555,60,2336,cluster,QUIESCENT,40.8,49,2500
S823291,-3606.284795918369,0.06073901155630998,-0.0584,1,D,8173228.0,29,7214993.0,7931763.326530612,0.5108710394965278,69,71461,mcs,STEADY,35.3,49,2500
S819719,-39101.568265306116,0.9578395850246932,-0.1534,1,D,2495797.0,6,597327.0,1658525.5918367347,0.2072686089409722,31,16870,cluster,STEADY,23.1,49,2257
S810244,-3.156734693877551,0.14612623071206537,-0.0487,1,D,712.0,0,0.0,27.142857142857142,0.00018310546875,1,27,isolated_cell,QUIESCENT,39.6,49,550
S834247,728908.3643877552,0.745354896688361,1.9036,1,G,26511642.0,48,1129762.0,11661328.020408163,0.0954250759548611,90,2767,cluster,RAPID_GROWTH,94.2,49,2500
S823547,51790.13683673468,0.8598904999888228,0.09,1,G,4196827.0,33,1797994.0,3394347.1224489794,0.18172200520833334,58,8217,cluster,STEADY,68.6,49,2500
S819337,-366306.68979591836,0.22720660494441983,-1.0298,1,D,37601280.0,2,477517.0,5366817.857142857,0.1339450412326389,62,13564,cluster,RAPID_DECAY,11.5,49,2500
S813578,839667.5047959182,0.41517181537639103,2.2002,2,G→D,37601280.0,20,460585.0,20268373.326530613,0.04649522569444445,30,2341,cluster,GROWTH_DECAY,96.0,49,2046
S837030,4496.844795918369,0.6537464027297613,-0.0367,1,G,438741.0,35,124926.0,272246.1836734694,0.009467230902777778,13,738,quiescent,QUIESCENT,43.2,49,1159
S823735,47436.76653061225,0.8840564916360659,0.0783,1,G,2763216.0,43,420394.0,1819169.306122449,0.030198838975694444,22,2255,cluster,STEADY,67.8,49,1630
S820345,38571.861428571436,0.8951035520519821,0.0546,1,G,3469208.0,48,1062540.0,2497906.2448979593,0.08744981553819445,54,6082,cluster,STEADY,63.1,49,2500
S813299,-97041.33418367348,0.9639266691559749,-0.3086,1,D,8060137.0,0,2751394.0,5598411.224489796,0.5341322157118056,59,76594,mcs,STEADY,16.2,49,2500
S832782,-426335.4564285713,0.6535802279529478,-1.1906,2,G→D,20140423.0,15,3117197.0,8982336.06122449,0.59375,19,68584,mcs,GROWTH_DECAY,10.5,49,2043
S834834,-321497.18836734694,0.06350515025106979,-0.9098,1,D,37601280.0,9,1061383.0,19188393.30612245,0.15263536241319445,97,4356,cluster,RAPID_DECAY,11.8,49,2500
S831634,74496.92989795917,0.8583379868275137,0.1508,1,G,7906858.0,41,4755496.0,6750372.469387755,0.3205769856770833,40,44667,mcs,STEADY,74.6,49,2500
S815802,-62.93632653061225,0.7151904466796712,-0.0489,1,D,4792.0,0,635.0,2504.673469387755,0.0005154079861111111,4,57,quiescent,QUIESCENT,38.9,49,700
S818463,336640.86051020416,0.19609855100095402,0.8529,1,G,37601280.0,39,1195599.0,5738739.959183673,0.11353217230902778,78,5201,cluster,RAPID_GROWTH,87.2,49,2500
S832610,569302.9840816327,0.6678740113917288,1.4761,1,G,22398943.0,36,887619.0,8039399.469387755,0.06246609157986111,36,4567,cluster,RAPID_GROWTH,91.2,49,2362
S831809,30478.18081632653,0.37531903788015053,0.0329,1,G,2963831.0,24,578878.0,2172213.6326530613,0.043904622395833336,46,2077,cluster,STEADY,58.6,49,2500
S839915,60282.507551020404,0.9853687583557751,0.1127,1,G,3158627.0,48,543598.0,1798955.5714285714,0.04017469618055555,38,3725,cluster,STEADY,71.9,49,2440
S810960,-9385.547040816333,0.0007062094883682411,-0.0739,2,D→G,37601280.0,44,1401692.0,3967805.714285714,0.4493340386284722,71,59092,mcs,EPISODIC,32.2,49,2500
S792085,-23071.899387755104,0.5940505993022911,-0.1105,1,D,8878040.0,0,7495693.0,8032245.673469388,0.5850490993923612,59,82543,mcs,STEADY,27.3,49,2500
S823798,-1627.6802040816328,0.0009247564097519054,-0.0531,1,D,10442181.0,25,7858754.0,9302324.0,0.4757758246527778,55,68675,mcs,STEADY,37.1,49,2500
S829867,-40764.80969387766,0.0019154261325031144,-0.1579,1,D,28572401.0,26,117927.0,10879855.75510204,0.121826171875,84,6309,cluster,STEADY,22.8,49,2500
S815719,-47819.60510204081,0.0130441724024691,-0.1768,1,D,36832981.0,15,618509.0,2305720.2448979593,0.06638590494791667,33,2502,cluster,STEADY,21.6,49,2216
S806179,-20099.123163265318,0.9160659602907761,-0.1025,1,D,4126195.0,1,3158567.0,3540748.7346938774,0.3148600260416667,60,37780,mcs,STEADY,28.3,49,2500
S818603,10487.569897959185,0.0011138587907472172,-0.0206,1,G,37601280.0,12,3227938.0,7626637.0,0.3359375,40,40315,mcs,STEADY,48.5,49,2500
S820532,15429.999387755102,0.2718949153206936,-0.0074,1,G,8734033.0,31,7113739.0,7990255.979591837,0.4355265299479167,63,61312,mcs,STEADY,52.5,49,2500
S829646,45247.88479591837,0.9245450402469301,0.0725,1,G,8585542.0,41,6616220.0,7836690.3877551025,0.4761962890625,36,69660,mcs,STEADY,66.6,49,2500
S823081,536913.8131632654,0.4364513037258965,1.3893,1,G,37601280.0,43,549720.0,7047808.326530612,0.05478244357638889,35,2164,cluster,RAPID_GROWTH,90.8,49,2304
S838811,994671.3329591838,0.6412792539248857,2.6154,2,G→D,37601280.0,24,1644425.0,19676273.08163265,0.15494791666666666,89,5891,cluster,GROWTH_DECAY,98.2,49,2500
S828868,27880.423775510204,0.8564401501971914,0.026,1,G,2253764.0,42,643313.0,1808873.5714285714,0.046000162760416664,24,2815,cluster,STEADY,57.5,49,1746
S840354,362335.8274489796,0.17028263854451725,0.9218,1,G,37601280.0,26,7996268.0,17891380.87755102,0.5439520941840278,125,56398,mcs,RAPID_GROWTH,87.5,49,2500
S815581,-33047.70969387755,0.7511543474599061,-0.1372,1,D,6085219.0,10,4382108.0,5235208.428571428,0.3771701388888889,52,51896,mcs,STEADY,24.3,49,2500
S826356,-762135.6258163266,0.7228235890348476,-2.09,1,G,27288051.0,18,928064.0,11820551.795918368,0.7188652886284722,3,105980,mcs,RAPID_DECAY,4.7,49,1368
S829156,-170514.22602040818,0.23413392456604407,-0.5054,1,D,21688289.0,6,5324242.0,9247034.714285715,0.7260335286458334,25,106865,mcs,RAPID_DECAY,14.2,49,2476
S838149,127108.53499999997,0.9603017081320243,0.2917,1,G,5738871.0,48,396784.0,2752747.102040816,0.028666178385416668,27,2634,cluster,STEADY,83.1,49,1878
S818167,10748.746020408165,0.7679427432081569,-0.0199,1,G,1049644.0,37,357224.0,773401.7551020408,0.024237738715277776,17,1643,cluster,QUIESCENT,49.0,49,1374
S819508,650966.2304081633,0.3260781022312397,1.6948,2,G→D,37601280.0,24,2681748.0,17235417.204081632,0.1800808376736111,23,23274,cluster,GROWTH_DECAY,92.6,49,1830
S829999,-392719.183877551,0.18226044234117308,-1.1006,1,D,37601280.0,5,1504868.0,10283798.204081632,0.1436428493923611,19,20627,cluster,RAPID_DECAY,10.8,49,1593
S821133,11452.459183673465,0.13758012449976453,-0.018,1,G,7577193.0,17,5656857.0,6873053.897959184,0.4243435329861111,74,31863,mcs,STEADY,50.1,49,2500
S830521,-847594.7366326532,0.5676423907164152,-2.3189,1,D,37601280.0,1,202630.0,9688031.163265307,0.9996405707465278,1,147403,mcs,RAPID_DECAY,2.6,49,1549
S820254,102466.3381632653,0.9698871689524368,0.2257,1,G,5960082.0,48,931522.0,3064810.6938775512,0.0775146484375,89,2330,cluster,STEADY,80.4,49,2500
S815483,4398.944081632653,0.24942464036629006,-0.0369,1,G,724567.0,23,280777.0,599963.1224489796,0.0322265625,84,1279,cluster,QUIESCENT,43.1,49,2500
S819009,-517472.98163265304,0.15777228531967735,-1.4347,1,D,37601280.0,7,159789.0,18327604.040816326,0.037482367621527776,7,4962,cluster,RAPID_DECAY,9.5,49,887
S810279,10860.104999999998,0.35231369480102676,-0.0196,1,G,2919373.0,19,2021949.0,2601316.4693877553,0.23436143663194445,65,16354,cluster,STEADY,49.1,49,2500
S821790,-585729.5644897955,0.3520882209890639,-1.6175,1,D,37601280.0,2,491190.0,8312597.040816327,0.052225748697916664,15,7067,cluster,RAPID_DECAY,8.1,49,1302
S815173,254697.62571428574,0.1954015451435308,0.6335,1,G,37601280.0,46,2178003.0,5786850.8367346935,0.16642252604166666,57,13512,cluster,RAPID_GROWTH,86.1,49,2500
S806448,-859.8836734693875,0.10366616857251743,-0.051,1,D,350531.0,14,206178.0,293836.5306122449,0.05545383029513889,101,2502,cluster,QUIESCENT,38.1,49,2500
S832144,3262.1126530612187,0.020581225994443942,-0.04,1,G,2859088.0,43,1925837.0,2453333.3673469387,0.19053819444444445,44,19025,cluster,STEADY,42.7,49,2500
S796413,-3886.473571428572,0.5261248304243655,-0.0591,2,D→G,378070.0,0,17015.0,90714.9387755102,0.06561279296875,101,3099,cluster,QUIESCENT,34.9,49,2500
S831689,-11707.399285714286,0.8722694885256154,-0.0801,1,D,1665261.0,0,970582.0,1403046.9591836734,0.1576877170138889,23,20572,cluster,STEADY,30.9,49,1807
S810997,30348.247551020413,0.9680701848980341,0.0326,1,G,1385365.0,43,118289.0,822926.2857142857,0.018683539496527776,45,1882,cluster,STEADY,58.5,49,2500
S819072,33368.16204081633,0.8607329176931843,0.0407,1,G,2528985.0,43,864132.0,1942439.0204081633,0.08085801866319445,35,7240,cluster,STEADY,60.3,49,2330
S799958,-12470.357653061226,0.6606106811771401,-0.0821,1,D,4842100.0,13,4104237.0,4462784.489795919,0.4858737521701389,77,38312,mcs,STEADY,30.4,49,2500
S801200,-19.86867346938776,0.1603188457890894,-0.0488,1,D,12019.0,4,8891.0,10311.285714285714,0.0015665690104166667,16,46,quiescent,QUIESCENT,39.2,49,1301
S830808,-838614.5893877554,0.60520155164596,-2.2948,2,P→G,37601280.0,0,2974178.0,14697021.877551021,1.0,1,147456,mcs,RAPID_DECAY,2.8,49,1550
S841993,-728764.9733673468,0.6613506961644264,-2.0006,2,G→D,31741643.0,14,3388710.0,12640776.979591837,0.8676961263020834,10,127524,mcs,GROWTH_DECAY,5.3,49,1867
S831590,-10434.445408163268,0.6024223832095199,-0.0767,2,G→D,1091235.0,22,528988.0,839549.5102040817,0.11760796440972222,83,3832,cluster,GROWTH_DECAY,31.6,49,2500
S836997,29892.41734693878,0.19452081071159272,0.0313,1,G,7810730.0,21,4199025.0,6519183.346938776,0.3079969618055556,58,23518,cluster,STEADY,58.3,49,2500
S825362,16957.417040816326,0.17105922889938957,-0.0033,1,G,5360937.0,34,2339986.0,2905009.326530612,0.17482503255208334,16,25431,cluster,STEADY,53.1,49,1474
S837599,63662.5506122449,0.9703676591242246,0.1218,1,G,3338473.0,48,454844.0,1629045.0204081633,0.035576714409722224,11,2543,cluster,STEADY,72.9,49,1085
S814835,-72096.74683673469,0.9542788604157921,-0.2418,1,D,5071111.0,0,1174270.0,3139865.9795918367,0.3676079644097222,21,53858,mcs,STEADY,18.9,49,1917
S817075,-9615.341632653062,0.4991402386327764,-0.0745,2,G→D,1829024.0,12,1264407.0,1583751.081632653,0.12727186414930555,24,13446,cluster,GROWTH_DECAY,32.0,49,1827
S834500,-67645.53693877549,0.05118683503974966,-0.2299,1,D,25228139.0,0,1374826.0,3114481.285714286,0.6839803059895834,15,98602,mcs,STEADY,19.3,49,1933
S817176,64045.000510204096,0.9445068128434284,0.1228,1,G,4410578.0,39,1463405.0,3283120.8775510206,0.1450127495659722,119,6693,cluster,STEADY,73.3,49,2500
S821661,663666.5239795919,0.7502028267122354,1.7288,1,G,22825613.0,48,778100.0,12919412.591836736,0.07927110460069445,96,3260,cluster,RAPID_GROWTH,92.9,49,2500
S824075,-18729.042040816323,0.3805613352963925,-0.0989,1,D,2388951.0,23,670459.0,1947595.8163265307,0.16899278428819445,54,10763,cluster,STEADY,28.6,49,2500
S853359,498873.94448979595,0.33230328318643354,1.2874,1,G,37601280.0,43,17669.0,4839229.224489796,0.003567165798611111,13,307,quiescent,QUIESCENT,90.1,49,1153
S816846,6134.460714285713,0.2844440556243451,-0.0323,1,G,1475685.0,18,847517.0,1242442.469387755,0.0733913845486111,13,10025,cluster,STEADY,44.7,49,1223
S797841,70031.13653061223,0.9943851713015596,0.1389,1,G,4141408.0,48,877682.0,2319015.387755102,0.0965304904513889,148,3265,cluster,STEADY,74.0,49,2500
S829761,753409.675612245,0.5077145240478577,1.9692,1,G,37601280.0,39,14785.0,8077143.489795919,0.0013427734375,5,133,quiescent,QUIESCENT,94.6,49,751
S827171,71642.12744897963,0.7672348903264622,0.1432,1,G,8448856.0,31,4494114.0,7266236.489795919,0.3098551432291667,27,44204,mcs,STEADY,74.3,49,2159
S822243,-16419.778775510207,0.2966823182607746,-0.0927,1,D,2454576.0,27,755436.0,1916039.306122449,0.190185546875,46,14354,cluster,STEADY,29.1,49,2500
S833635,325035.4561224491,0.2824967453902151,0.8218,1,G,29125930.0,48,318058.0,3352492.1428571427,0.03631591796875,42,1511,cluster,RAPID_GROWTH,86.8,49,2500
S834112,7614.864489795923,0.000560140591753179,-0.0283,2,D→G,37109200.0,0,4209829.0,6870296.142857143,0.9929945203993056,3,146412,mcs,EPISODIC,46.3,49,1642
S814649,-25444.81724489796,0.6901449934294096,-0.1169,1,D,3618694.0,0,1857507.0,2768937.0408163266,0.3739149305555556,86,47888,mcs,STEADY,26.8,49,2500
S833900,886626.74377551,0.702962541423238,2.326,1,G,32459145.0,32,1193072.0,12811275.24489796,0.09429253472222222,31,9665,cluster,RAPID_GROWTH,96.8,49,2144
S823987,348519.22714285715,0.1510410725301538,0.8847,1,G,37601280.0,35,2059.0,6543716.530612245,0.17767333984375,84,7164,cluster,RAPID_GROWTH,87.4,49,2500
S832488,33158.192755102056,0.8827060218390275,0.0401,1,G,4706159.0,41,2765517.0,3954884.2653061226,0.2067938910590278,30,17286,cluster,STEADY,59.8,49,2206
S817084,-333915.448367347,0.36048930383046535,-0.9431,1,D,21755417.0,7,803990.0,5159403.367346939,0.2144436306423611,129,8210,cluster,RAPID_DECAY,11.6,49,2500
S813583,-65134.350204081646,0.6163199250111385,-0.2232,2,G→D,4425706.0,20,1042800.0,3058707.387755102,0.2916598849826389,67,38571,mcs,GROWTH_DECAY,19.6,49,2500
S825904,11053.54755102041,0.9205888411822589,-0.0191,1,G,481142.0,43,43200.0,282006.2653061224,0.004523383246527778,12,228,quiescent,QUIESCENT,49.5,49,1104
S834575,32234.046632653055,0.9272775205817578,0.0376,1,G,2136518.0,48,618900.0,1546693.857142857,0.04888916015625,18,2711,cluster,STEADY,59.2,49,1448
S827533,-12146.417959183675,0.159254562298848,-0.0812,1,D,3750259.0,31,1829642.0,3206436.2448979593,0.2545030381944444,39,33182,mcs,STEADY,30.8,49,2500
S818821,33847.12826530611,0.40206037686742624,0.0419,1,G,7207935.0,32,4393303.0,6345429.9387755105,0.3497178819444444,39,32480,mcs,STEADY,60.5,49,2500
S822183,71506.27030612246,0.8906583923085878,0.1428,1,G,6749772.0,48,3204815.0,4358677.428571428,0.2502170138888889,94,24683,cluster,STEADY,74.1,49,2500
S840860,11846.702755102042,0.38855352954140965,-0.017,1,G,5482677.0,38,4616949.0,5015614.326530612,0.3727823893229167,71,40670,mcs,STEADY,50.3,49,2500
S816622,-167.4737755102041,0.2437423220776674,-0.0492,1,D,15678.0,17,0.0,6254.061224489796,0.002231174045138889,9,112,quiescent,QUIESCENT,38.7,49,952
S825349,470304.6152040817,0.5447967873520774,1.2109,1,G,25530788.0,38,2483614.0,8415737.795918368,0.16874186197916666,55,15683,cluster,RAPID_GROWTH,89.8,49,2500
S819978,29869.596734693885,0.8469335174839359,0.0313,1,G,2005858.0,40,384492.0,1200359.306122449,0.09569634331597222,127,5933,cluster,STEADY,58.2,49,2500
S835539,-673893.112244898,0.4465407776785563,-1.8536,1,D,37601280.0,0,60937.0,7121128.326530612,1.0,1,147456,mcs,RAPID_DECAY,6.8,49,1550
S829112,121079.95469387763,0.9316852710845425,0.2756,1,G,9238069.0,48,3629563.0,5647185.755102041,0.2360161675347222,35,20485,cluster,STEADY,82.6,49,2486
S837074,-807317.2462244899,0.5861176766714105,-2.211,1,D,37601280.0,0,1978970.0,11441287.020408163,1.0,1,147456,mcs,RAPID_DECAY,4.0,49,1550
S834372,-901335.1760204079,0.6974617050146817,-2.4628,1,D,34387412.0,0,1278779.0,13081332.979591837,0.9657185872395834,2,142395,mcs,RAPID_DECAY,2.0,49,1565
S833692,154513.57224489798,0.22168670769150403,0.3651,1,G,36363384.0,48,2143357.0,5340697.285714285,0.12064615885416667,34,16406,cluster,STEADY,84.0,49,2320
S833842,-211386.83857142858,0.030975511077738962,-0.6149,1,D,37601280.0,13,220920.0,14677554.795918368,0.1769748263888889,56,15605,cluster,RAPID_DECAY,13.5,49,2500
S828452,-11203.396632653064,0.6583092962491696,-0.0787,2,D→G,3883613.0,5,3228348.0,3600052.5918367347,0.2989705403645833,53,40162,mcs,STEADY,31.1,49,2500
S809177,7316.689183673469,0.545103365180333,-0.0291,2,G→D,916854.0,33,463954.0,751575.0,0.043830023871527776,28,1926,cluster,QUIESCENT,46.1,49,1943
S812778,77356.12642857143,0.7226891733087153,0.1585,1,G,4332591.0,34,313022.0,3054670.3673469387,0.03317599826388889,53,2995,cluster,STEADY,75.4,49,2500
S805933,-13134.160510204085,0.8236792620131692,-0.0839,1,D,925005.0,13,290347.0,649390.306122449,0.08087158203125,98,4753,cluster,QUIESCENT,30.2,49,2500
S820316,-61823.86448979594,0.8137508881650697,-0.2143,1,D,4671634.0,1,1777933.0,2886175.5306122447,0.3756239149305556,71,50847,mcs,STEADY,20.1,49,2500
S817309,79744.50795918367,0.9707257816741938,0.1649,1,G,4029744.0,44,846009.0,2349168.5102040814,0.08127848307291667,21,7109,cluster,STEADY,76.4,49,1631
S825295,837044.8219387756,0.5562127600549726,2.1932,2,G→P,37601280.0,35,645238.0,13937895.734693877,0.2328762478298611,25,32511,mcs,RAPID_GROWTH,95.8,49,1982
S840156,-636763.4929591836,0.44095001349161506,-1.7542,2,P→G,37601280.0,0,2395462.0,10851699.979591837,1.0,1,147456,mcs,RAPID_DECAY,7.3,49,1550
S814025,16279.294387755106,0.921885999735022,-0.0051,1,G,686789.0,48,18423.0,281735.6530612245,0.0018446180555555555,3,268,quiescent,QUIESCENT,53.0,49,651
S838497,553288.9501020409,0.482410028116885,1.4332,1,G,37601280.0,39,9097144.0,15354397.693877552,0.6090020073784722,36,88954,mcs,RAPID_GROWTH,91.0,49,2500
S823576,-1065156.7765306123,0.7116106106629404,-2.9016,1,D,37601280.0,0,336103.0,15164134.285714285,1.0,1,147456,mcs,RAPID_DECAY,0.5,49,1550
S826000,6981.75336734694,0.4080192117154023,-0.03,1,G,2061197.0,47,1382748.0,1717187.3265306123,0.12093098958333333,23,17119,cluster,STEADY,45.5,49,1770
S813512,19771.757857142853,0.13210353981974246,0.0042,1,G,5059616.0,31,2576461.0,4096798.0816326533,0.21070692274305555,37,26650,cluster,STEADY,54.4,49,2500
S817754,-26935.53153061225,0.890784606355607,-0.1209,1,D,1389134.0,8,68092.0,938283.9591836735,0.127197265625,48,14679,cluster,STEADY,26.1,49,2500
S822848,702110.3468367348,0.3464933647197973,1.8318,2,G→D,37601280.0,21,1221511.0,20442716.36734694,0.27166748046875,56,17600,cluster,GROWTH_DECAY,93.9,49,2500
S813630,-55280.93000000001,0.9843482606687736,-0.1968,1,D,4458285.0,0,2165911.0,3373351.7959183673,0.3004286024305556,53,41977,mcs,STEADY,20.7,49,2500
S814726,-557998.3368367347,0.42641395251590913,-1.5432,2,D→G,34827794.0,8,2237081.0,9342416.0,0.9285346137152778,10,136571,mcs,RAPID_DECAY,8.8,49,1928
S841387,80104.59163265306,0.8733510333638288,0.1658,1,G,4680102.0,48,725089.0,2075150.142857143,0.059319390190972224,45,1765,cluster,STEADY,76.5,49,2500
S814850,42709.931530612244,0.9465975235758692,0.0657,1,G,3382106.0,47,1543266.0,2582532.6938775512,0.1206393771701389,58,14199,cluster,STEADY,65.9,49,2500
S830379,143459.87,0.9323904834457845,0.3355,1,G,7097332.0,36,1390081.0,4776253.0612244895,0.12120225694444445,48,12030,cluster,STEADY,83.5,49,2500
S811290,21408.549183673465,0.001202081675218565,0.0086,1,G,37601280.0,33,3243632.0,8855005.81632653,0.6950276692708334,75,100008,mcs,STEADY,55.3,49,2500
S840100,-409942.8573469388,0.24849003201573652,-1.1467,1,D,37601280.0,0,2767606.0,11670007.367346939,1.0,1,147456,mcs,RAPID_DECAY,10.6,49,1550
S831550,18905.266224489802,0.9688620896834509,0.0019,1,G,997647.0,48,206816.0,561069.693877551,0.028530544704861112,44,2104,cluster,QUIESCENT,53.7,49,2500
S819037,23678.875306122452,0.46100537784539514,0.0147,1,G,5035836.0,41,3413426.0,4189150.163265306,0.3210720486111111,92,24036,cluster,STEADY,56.1,49,2500
S840200,673966.7443877549,0.2687975815013026,1.7564,1,G,37601280.0,21,123909.0,17718915.08163265,0.058024088541666664,12,8139,cluster,RAPID_GROWTH,93.2,49,1158
S827695,208247.90020408164,0.9892944162462787,0.509,1,G,10892914.0,48,1221868.0,5487594.775510204,0.09691704644097222,23,13218,cluster,RAPID_GROWTH,85.1,49,1746
S833509,-638570.6357142858,0.44261534060607327,-1.759,1,D,37601280.0,0,1365266.0,12123063.326530613,1.0,1,147456,mcs,RAPID_DECAY,7.2,49,1550
S802998,10985.843979591833,0.6280620521470889,-0.0193,1,G,2921496.0,41,2229447.0,2697151.5918367347,0.2506849500868056,66,17170,cluster,STEADY,49.2,49,2500
S834984,-603057.1064285714,0.462659847316057,-1.6639,2,D→G,37601280.0,0,2697293.0,16930477.204081632,1.0,1,147456,mcs,RAPID_DECAY,7.8,49,1550
S827056,270.3538775510204,0.002305460200784581,-0.048,1,G,383805.0,32,103322.0,284440.02040816325,0.015157063802083334,41,634,cluster,QUIESCENT,40.5,49,2500
S824267,-1768.0739795918375,0.015008779882589631,-0.0535,1,D,2832285.0,14,1983376.0,2589313.612244898,0.15098741319444445,42,12775,cluster,STEADY,36.8,49,2500
S793476,78847.4005102041,0.9608797198143482,0.1625,1,G,4003038.0,44,893289.0,2358960.1836734693,0.0979953342013889,91,5867,cluster,STEADY,76.1,49,2500
S838481,-460342.4383673469,0.4543074291254416,-1.2817,1,D,31417616.0,8,4769134.0,10800732.204081632,0.8345675998263888,14,122708,mcs,RAPID_DECAY,10.0,49,2034
S829194,339657.26163265307,0.2767865735413025,0.861,1,G,37601280.0,44,6812282.0,10523942.326530613,0.3872409396701389,11,56907,mcs,RAPID_GROWTH,87.3,49,1437
S825084,-561460.3339795918,0.27440906787783137,-1.5525,1,G,37601280.0,5,2395888.0,14813321.673469387,0.19377305772569445,24,23292,cluster,RAPID_DECAY,8.7,49,1893
S806181,-48266.2881632653,0.9179952760800062,-0.178,1,D,3467124.0,7,1502536.0,2615061.5918367347,0.2244194878472222,22,32672,mcs,STEADY,21.5,49,1824
S835737,102883.25602040815,0.03028813109475139,0.2268,2,G→D,33210257.0,23,2776152.0,7276640.8367346935,0.1780124240451389,13,22585,cluster,GROWTH_DECAY,80.6,49,1328
S817952,4986.686734693873,0.008388776266600706,-0.0354,1,G,5779709.0,23,3290046.0,4517775.8367346935,0.24937608506944445,43,30260,mcs,STEADY,43.8,49,2500
S816084,55281.27193877551,0.9564917792298059,0.0993,1,G,3040372.0,47,568537.0,1880241.2040816327,0.059977213541666664,47,6198,cluster,STEADY,70.2,49,2500
S834957,647663.4639795918,0.4948417420456954,1.686,2,G→P,37601280.0,40,3203974.0,10193680.42857143,0.2368706597222222,27,28042,cluster,RAPID_GROWTH,92.5,49,2086
S810119,220911.23806122452,0.9389991500766116,0.543,1,G,12473195.0,42,2236332.0,8389645.18367347,0.1893988715277778,35,23825,cluster,RAPID_GROWTH,85.3,49,2439
S823059,83102.43479591838,0.9136171833925028,0.1739,1,G,7240793.0,45,2772811.0,5483498.285714285,0.23740641276041666,53,10274,cluster,STEADY,77.2,49,2500
S832112,594480.28,0.48866042088450956,1.5435,1,G,37601280.0,42,1006831.0,8365995.020408163,0.06321885850694445,28,6754,cluster,RAPID_GROWTH,91.4,49,1963
S815085,33240.714387755106,0.7353948752914028,0.0403,1,G,1996921.0,35,220959.0,1349129.530612245,0.019538031684027776,34,483,cluster,STEADY,60.0,49,2219
S835983,23484.79224489796,0.908841587337421,0.0142,1,G,1831701.0,48,624080.0,1368089.551020408,0.050177680121527776,20,6853,cluster,STEADY,55.7,49,1550
S832876,467676.8824489796,0.38429991629300037,1.2039,1,G,37601280.0,44,2840691.0,7919461.9387755105,0.2117919921875,30,29586,cluster,RAPID_GROWTH,89.7,49,2211
S836779,40821.00265306123,0.9478529039954445,0.0606,1,G,2122849.0,48,9786.0,714067.1020408163,0.002739800347222222,23,138,quiescent,QUIESCENT,64.5,49,1652
S825898,-572601.1276530612,0.6044383312605073,-1.5824,1,D,25882015.0,13,1591998.0,11100448.0,0.2242499457465278,42,27622,cluster,RAPID_DECAY,8.5,49,2500
S820237,-584580.9101020409,0.3185978676644855,-1.6144,1,D,37601280.0,5,4016414.0,15722429.979591837,0.4049207899305556,71,49734,mcs,RAPID_DECAY,8.2,49,2500
S823141,986591.7559183676,0.7734097000280896,2.5937,1,G,37601280.0,27,4289608.0,20671687.346938774,0.2674289279513889,36,37241,mcs,RAPID_GROWTH,97.9,49,2500
S810060,68162.32397959183,0.7005850875030153,0.1338,1,G,12011301.0,44,8165965.0,11086796.040816326,0.5277370876736112,47,76110,mcs,STEADY,73.7,49,2500
S835806,31680.281938775508,0.7838127820974423,0.0361,1,G,2966817.0,31,1349338.0,2385626.8775510206,0.10894097222222222,24,11843,cluster,STEADY,59.1,49,1808
S812619,46730.21775510205,0.6933440877483753,0.0764,1,G,2798583.0,33,323191.0,1999654.0204081633,0.024617513020833332,17,1377,cluster,STEADY,67.6,49,1374
